"arquivo_relativo","status","detalhe"
"hooks\useTasksV2.ts","conteudo_diferente","hash_diferente"
"hooks\useTeammateViewAutoExit.ts","conteudo_diferente","hash_diferente"
"hooks\useTeleportResume.tsx","conteudo_diferente","hash_diferente"
"hooks\useTerminalSize.ts","conteudo_diferente","hash_diferente"
"hooks\useTextInput.ts","conteudo_diferente","hash_diferente"
"hooks\useTimeout.ts","conteudo_diferente","hash_diferente"
"hooks\useTurnDiffs.ts","conteudo_diferente","hash_diferente"
"hooks\useTypeahead.tsx","conteudo_diferente","hash_diferente"
"hooks\useUpdateNotification.ts","conteudo_diferente","hash_diferente"
"hooks\useVimInput.ts","conteudo_diferente","hash_diferente"
"hooks\useVirtualScroll.ts","conteudo_diferente","hash_diferente"
"hooks\useVoice.ts","conteudo_diferente","hash_diferente"
"hooks\useVoiceEnabled.ts","conteudo_diferente","hash_diferente"
"hooks\useVoiceIntegration.tsx","conteudo_diferente","hash_diferente"
"ink.ts","conteudo_diferente","hash_diferente"
"ink\Ansi.tsx","conteudo_diferente","hash_diferente"
"ink\bidi.ts","conteudo_diferente","hash_diferente"
"ink\clearTerminal.ts","conteudo_diferente","hash_diferente"
"ink\colorize.ts","conteudo_diferente","hash_diferente"
"ink\components\AlternateScreen.tsx","conteudo_diferente","hash_diferente"
"ink\components\App.tsx","conteudo_diferente","hash_diferente"
"ink\components\AppContext.ts","conteudo_diferente","hash_diferente"
"ink\components\Box.tsx","conteudo_diferente","hash_diferente"
"ink\components\Button.tsx","conteudo_diferente","hash_diferente"
"ink\components\ClockContext.tsx","conteudo_diferente","hash_diferente"
"ink\components\CursorDeclarationContext.ts","conteudo_diferente","hash_diferente"
"ink\components\ErrorOverview.tsx","conteudo_diferente","hash_diferente"
"ink\components\Link.tsx","conteudo_diferente","hash_diferente"
"ink\components\Newline.tsx","conteudo_diferente","hash_diferente"
"ink\components\NoSelect.tsx","conteudo_diferente","hash_diferente"
"ink\components\RawAnsi.tsx","conteudo_diferente","hash_diferente"
"ink\components\ScrollBox.tsx","conteudo_diferente","hash_diferente"
"ink\components\Spacer.tsx","conteudo_diferente","hash_diferente"
"ink\components\StdinContext.ts","conteudo_diferente","hash_diferente"
"ink\components\TerminalFocusContext.tsx","conteudo_diferente","hash_diferente"
"ink\components\TerminalSizeContext.tsx","conteudo_diferente","hash_diferente"
"ink\components\Text.tsx","conteudo_diferente","hash_diferente"
"ink\constants.ts","conteudo_diferente","hash_diferente"
"ink\dom.ts","conteudo_diferente","hash_diferente"
"ink\events\click-event.ts","conteudo_diferente","hash_diferente"
"ink\events\dispatcher.ts","conteudo_diferente","hash_diferente"
"ink\events\emitter.ts","conteudo_diferente","hash_diferente"
"ink\events\event.ts","conteudo_diferente","hash_diferente"
"ink\events\event-handlers.ts","conteudo_diferente","hash_diferente"
"ink\events\focus-event.ts","conteudo_diferente","hash_diferente"
"ink\events\input-event.ts","conteudo_diferente","hash_diferente"
"ink\events\keyboard-event.ts","conteudo_diferente","hash_diferente"
"ink\events\terminal-event.ts","conteudo_diferente","hash_diferente"
"ink\events\terminal-focus-event.ts","conteudo_diferente","hash_diferente"
"ink\focus.ts","conteudo_diferente","hash_diferente"
"ink\frame.ts","conteudo_diferente","hash_diferente"
"ink\get-max-width.ts","conteudo_diferente","hash_diferente"
"ink\hit-test.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-animation-frame.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-app.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-declared-cursor.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-input.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-interval.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-search-highlight.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-selection.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-stdin.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-tab-status.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-terminal-focus.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-terminal-title.ts","conteudo_diferente","hash_diferente"
"ink\hooks\use-terminal-viewport.ts","conteudo_diferente","hash_diferente"
"ink\ink.tsx","conteudo_diferente","hash_diferente"
"ink\instances.ts","conteudo_diferente","hash_diferente"
"ink\layout\engine.ts","conteudo_diferente","hash_diferente"
"ink\layout\geometry.ts","conteudo_diferente","hash_diferente"
"ink\layout\node.ts","conteudo_diferente","hash_diferente"
"ink\layout\yoga.ts","conteudo_diferente","hash_diferente"
"ink\line-width-cache.ts","conteudo_diferente","hash_diferente"
"ink\log-update.ts","conteudo_diferente","hash_diferente"
"ink\measure-element.ts","conteudo_diferente","hash_diferente"
"ink\measure-text.ts","conteudo_diferente","hash_diferente"
"ink\node-cache.ts","conteudo_diferente","hash_diferente"
"ink\optimizer.ts","conteudo_diferente","hash_diferente"
"ink\output.ts","conteudo_diferente","hash_diferente"
"ink\parse-keypress.ts","conteudo_diferente","hash_diferente"
"ink\reconciler.ts","conteudo_diferente","hash_diferente"
"ink\render-border.ts","conteudo_diferente","hash_diferente"
"ink\renderer.ts","conteudo_diferente","hash_diferente"
"ink\render-node-to-output.ts","conteudo_diferente","hash_diferente"
"ink\render-to-screen.ts","conteudo_diferente","hash_diferente"
"ink\root.ts","conteudo_diferente","hash_diferente"
"ink\screen.ts","conteudo_diferente","hash_diferente"
"ink\searchHighlight.ts","conteudo_diferente","hash_diferente"
"ink\selection.ts","conteudo_diferente","hash_diferente"
"ink\squash-text-nodes.ts","conteudo_diferente","hash_diferente"
"ink\stringWidth.ts","conteudo_diferente","hash_diferente"
"ink\styles.ts","conteudo_diferente","hash_diferente"
"ink\supports-hyperlinks.ts","conteudo_diferente","hash_diferente"
"ink\tabstops.ts","conteudo_diferente","hash_diferente"
"ink\terminal.ts","conteudo_diferente","hash_diferente"
"ink\terminal-focus-state.ts","conteudo_diferente","hash_diferente"
"ink\terminal-querier.ts","conteudo_diferente","hash_diferente"
"ink\termio.ts","conteudo_diferente","hash_diferente"
"ink\termio\ansi.ts","conteudo_diferente","hash_diferente"
"ink\termio\csi.ts","conteudo_diferente","hash_diferente"
"ink\termio\dec.ts","conteudo_diferente","hash_diferente"
"ink\termio\esc.ts","conteudo_diferente","hash_diferente"
"ink\termio\osc.ts","conteudo_diferente","hash_diferente"
"ink\termio\parser.ts","conteudo_diferente","hash_diferente"
"ink\termio\sgr.ts","conteudo_diferente","hash_diferente"
"ink\termio\tokenize.ts","conteudo_diferente","hash_diferente"
"ink\termio\types.ts","conteudo_diferente","hash_diferente"
"ink\useTerminalNotification.ts","conteudo_diferente","hash_diferente"
"ink\warn.ts","conteudo_diferente","hash_diferente"
"ink\widest-line.ts","conteudo_diferente","hash_diferente"
"ink\wrapAnsi.ts","conteudo_diferente","hash_diferente"
"ink\wrap-text.ts","conteudo_diferente","hash_diferente"
"interactiveHelpers.tsx","conteudo_diferente","hash_diferente"
"keybindings\defaultBindings.ts","conteudo_diferente","hash_diferente"
"keybindings\KeybindingContext.tsx","conteudo_diferente","hash_diferente"
"keybindings\KeybindingProviderSetup.tsx","conteudo_diferente","hash_diferente"
"keybindings\loadUserBindings.ts","conteudo_diferente","hash_diferente"
"keybindings\match.ts","conteudo_diferente","hash_diferente"
"keybindings\parser.ts","conteudo_diferente","hash_diferente"
"keybindings\reservedShortcuts.ts","conteudo_diferente","hash_diferente"
"keybindings\resolver.ts","conteudo_diferente","hash_diferente"
"keybindings\schema.ts","conteudo_diferente","hash_diferente"
"keybindings\shortcutFormat.ts","conteudo_diferente","hash_diferente"
"keybindings\template.ts","conteudo_diferente","hash_diferente"
"keybindings\useKeybinding.ts","conteudo_diferente","hash_diferente"
"keybindings\useShortcutDisplay.ts","conteudo_diferente","hash_diferente"
"keybindings\validate.ts","conteudo_diferente","hash_diferente"
"main.tsx","conteudo_diferente","hash_diferente"
"memdir\findRelevantMemories.ts","conteudo_diferente","hash_diferente"
"memdir\memdir.ts","conteudo_diferente","hash_diferente"
"memdir\memoryAge.ts","conteudo_diferente","hash_diferente"
"memdir\memoryScan.ts","conteudo_diferente","hash_diferente"
"memdir\memoryTypes.ts","conteudo_diferente","hash_diferente"
"memdir\paths.ts","conteudo_diferente","hash_diferente"
"memdir\teamMemPaths.ts","conteudo_diferente","hash_diferente"
"memdir\teamMemPrompts.ts","conteudo_diferente","hash_diferente"
"migrations\migrateAutoUpdatesToSettings.ts","conteudo_diferente","hash_diferente"
"migrations\migrateBypassPermissionsAcceptedToSettings.ts","conteudo_diferente","hash_diferente"
"migrations\migrateEnableAllProjectMcpServersToSettings.ts","conteudo_diferente","hash_diferente"
"migrations\migrateFennecToOpus.ts","conteudo_diferente","hash_diferente"
"migrations\migrateLegacyOpusToCurrent.ts","conteudo_diferente","hash_diferente"
"migrations\migrateOpusToOpus1m.ts","conteudo_diferente","hash_diferente"
"migrations\migrateReplBridgeEnabledToRemoteControlAtStartup.ts","conteudo_diferente","hash_diferente"
"migrations\migrateSonnet1mToSonnet45.ts","conteudo_diferente","hash_diferente"
"migrations\migrateSonnet45ToSonnet46.ts","conteudo_diferente","hash_diferente"
"migrations\resetAutoModeOptInForDefaultOffer.ts","conteudo_diferente","hash_diferente"
"migrations\resetProToOpusDefault.ts","conteudo_diferente","hash_diferente"
"moreright\useMoreRight.tsx","conteudo_diferente","hash_diferente"
"native-ts\color-diff\index.ts","conteudo_diferente","hash_diferente"
"native-ts\file-index\index.ts","conteudo_diferente","hash_diferente"
"native-ts\yoga-layout\enums.ts","conteudo_diferente","hash_diferente"
"native-ts\yoga-layout\index.ts","conteudo_diferente","hash_diferente"
"outputStyles\loadOutputStylesDir.ts","conteudo_diferente","hash_diferente"
"plugins\builtinPlugins.ts","conteudo_diferente","hash_diferente"
"plugins\bundled\index.ts","conteudo_diferente","hash_diferente"
"projectOnboardingState.ts","conteudo_diferente","hash_diferente"
"query.ts","conteudo_diferente","hash_diferente"
"query\config.ts","conteudo_diferente","hash_diferente"
"query\deps.ts","conteudo_diferente","hash_diferente"
"query\stopHooks.ts","conteudo_diferente","hash_diferente"
"query\tokenBudget.ts","conteudo_diferente","hash_diferente"
"QueryEngine.ts","conteudo_diferente","hash_diferente"
"remote\remotePermissionBridge.ts","conteudo_diferente","hash_diferente"
"remote\RemoteSessionManager.ts","conteudo_diferente","hash_diferente"
"remote\sdkMessageAdapter.ts","conteudo_diferente","hash_diferente"
"remote\SessionsWebSocket.ts","conteudo_diferente","hash_diferente"
"replLauncher.tsx","conteudo_diferente","hash_diferente"
"schemas\hooks.ts","conteudo_diferente","hash_diferente"
"screens\Doctor.tsx","conteudo_diferente","hash_diferente"
"screens\REPL.tsx","conteudo_diferente","hash_diferente"
"screens\ResumeConversation.tsx","conteudo_diferente","hash_diferente"
"server\createDirectConnectSession.ts","conteudo_diferente","hash_diferente"
"server\directConnectManager.ts","conteudo_diferente","hash_diferente"
"server\types.ts","conteudo_diferente","hash_diferente"
"services\AgentSummary\agentSummary.ts","conteudo_diferente","hash_diferente"
"services\analytics\config.ts","conteudo_diferente","hash_diferente"
"services\analytics\datadog.ts","conteudo_diferente","hash_diferente"
"services\analytics\firstPartyEventLogger.ts","conteudo_diferente","hash_diferente"
"services\analytics\firstPartyEventLoggingExporter.ts","conteudo_diferente","hash_diferente"
"services\analytics\growthbook.ts","conteudo_diferente","hash_diferente"
"services\analytics\index.ts","conteudo_diferente","hash_diferente"
"services\analytics\metadata.ts","conteudo_diferente","hash_diferente"
"services\analytics\sink.ts","conteudo_diferente","hash_diferente"
"services\analytics\sinkKillswitch.ts","conteudo_diferente","hash_diferente"
"services\api\adminRequests.ts","conteudo_diferente","hash_diferente"
"services\api\bootstrap.ts","conteudo_diferente","hash_diferente"
"services\api\claude.ts","conteudo_diferente","hash_diferente"
"services\api\client.ts","conteudo_diferente","hash_diferente"
"services\api\dumpPrompts.ts","conteudo_diferente","hash_diferente"
"services\api\emptyUsage.ts","conteudo_diferente","hash_diferente"
"services\api\errors.ts","conteudo_diferente","hash_diferente"
"services\api\errorUtils.ts","conteudo_diferente","hash_diferente"
"services\api\filesApi.ts","conteudo_diferente","hash_diferente"
"services\api\firstTokenDate.ts","conteudo_diferente","hash_diferente"
"services\api\grove.ts","conteudo_diferente","hash_diferente"
"services\api\logging.ts","conteudo_diferente","hash_diferente"
"services\api\metricsOptOut.ts","conteudo_diferente","hash_diferente"
"services\api\overageCreditGrant.ts","conteudo_diferente","hash_diferente"
"services\api\promptCacheBreakDetection.ts","conteudo_diferente","hash_diferente"
"services\api\referral.ts","conteudo_diferente","hash_diferente"
"services\api\sessionIngress.ts","conteudo_diferente","hash_diferente"
"services\api\ultrareviewQuota.ts","conteudo_diferente","hash_diferente"
"services\api\usage.ts","conteudo_diferente","hash_diferente"
"services\api\withRetry.ts","conteudo_diferente","hash_diferente"
"services\autoDream\autoDream.ts","conteudo_diferente","hash_diferente"
"services\autoDream\config.ts","conteudo_diferente","hash_diferente"
"services\autoDream\consolidationLock.ts","conteudo_diferente","hash_diferente"
"services\autoDream\consolidationPrompt.ts","conteudo_diferente","hash_diferente"
"services\awaySummary.ts","conteudo_diferente","hash_diferente"
"services\claudeAiLimits.ts","conteudo_diferente","hash_diferente"
"services\claudeAiLimitsHook.ts","conteudo_diferente","hash_diferente"
"services\compact\apiMicrocompact.ts","conteudo_diferente","hash_diferente"
"services\compact\autoCompact.ts","conteudo_diferente","hash_diferente"
"services\compact\compact.ts","conteudo_diferente","hash_diferente"
"services\compact\compactWarningHook.ts","conteudo_diferente","hash_diferente"
"services\compact\compactWarningState.ts","conteudo_diferente","hash_diferente"
"services\compact\grouping.ts","conteudo_diferente","hash_diferente"
"services\compact\microCompact.ts","conteudo_diferente","hash_diferente"
"services\compact\postCompactCleanup.ts","conteudo_diferente","hash_diferente"
"services\compact\prompt.ts","conteudo_diferente","hash_diferente"
"services\compact\sessionMemoryCompact.ts","conteudo_diferente","hash_diferente"
"services\compact\timeBasedMCConfig.ts","conteudo_diferente","hash_diferente"
"services\diagnosticTracking.ts","conteudo_diferente","hash_diferente"
"services\extractMemories\extractMemories.ts","conteudo_diferente","hash_diferente"
"services\extractMemories\prompts.ts","conteudo_diferente","hash_diferente"
"services\internalLogging.ts","conteudo_diferente","hash_diferente"
"services\lsp\config.ts","conteudo_diferente","hash_diferente"
"services\lsp\LSPClient.ts","conteudo_diferente","hash_diferente"
"services\lsp\LSPDiagnosticRegistry.ts","conteudo_diferente","hash_diferente"
"services\lsp\LSPServerInstance.ts","conteudo_diferente","hash_diferente"
"services\lsp\LSPServerManager.ts","conteudo_diferente","hash_diferente"
"services\lsp\manager.ts","conteudo_diferente","hash_diferente"
"services\lsp\passiveFeedback.ts","conteudo_diferente","hash_diferente"
"services\MagicDocs\magicDocs.ts","conteudo_diferente","hash_diferente"
"services\MagicDocs\prompts.ts","conteudo_diferente","hash_diferente"
"services\mcp\auth.ts","conteudo_diferente","hash_diferente"
"services\mcp\channelAllowlist.ts","conteudo_diferente","hash_diferente"
"services\mcp\channelNotification.ts","conteudo_diferente","hash_diferente"
"services\mcp\channelPermissions.ts","conteudo_diferente","hash_diferente"
"services\mcp\claudeai.ts","conteudo_diferente","hash_diferente"
"services\mcp\client.ts","conteudo_diferente","hash_diferente"
"services\mcp\config.ts","conteudo_diferente","hash_diferente"
"services\mcp\elicitationHandler.ts","conteudo_diferente","hash_diferente"
"services\mcp\envExpansion.ts","conteudo_diferente","hash_diferente"
"services\mcp\headersHelper.ts","conteudo_diferente","hash_diferente"
"services\mcp\InProcessTransport.ts","conteudo_diferente","hash_diferente"
"services\mcp\MCPConnectionManager.tsx","conteudo_diferente","hash_diferente"
"services\mcp\mcpStringUtils.ts","conteudo_diferente","hash_diferente"
"services\mcp\normalization.ts","conteudo_diferente","hash_diferente"
"services\mcp\oauthPort.ts","conteudo_diferente","hash_diferente"
"services\mcp\officialRegistry.ts","conteudo_diferente","hash_diferente"
"services\mcp\SdkControlTransport.ts","conteudo_diferente","hash_diferente"
"services\mcp\types.ts","conteudo_diferente","hash_diferente"
"services\mcp\useManageMCPConnections.ts","conteudo_diferente","hash_diferente"
"services\mcp\utils.ts","conteudo_diferente","hash_diferente"
"services\mcp\vscodeSdkMcp.ts","conteudo_diferente","hash_diferente"
"services\mcp\xaa.ts","conteudo_diferente","hash_diferente"
"services\mcp\xaaIdpLogin.ts","conteudo_diferente","hash_diferente"
"services\mcpServerApproval.tsx","conteudo_diferente","hash_diferente"
"services\mockRateLimits.ts","conteudo_diferente","hash_diferente"
"services\notifier.ts","conteudo_diferente","hash_diferente"
"services\oauth\auth-code-listener.ts","conteudo_diferente","hash_diferente"
"services\oauth\client.ts","conteudo_diferente","hash_diferente"
"services\oauth\crypto.ts","conteudo_diferente","hash_diferente"
"services\oauth\getOauthProfile.ts","conteudo_diferente","hash_diferente"
"services\oauth\index.ts","conteudo_diferente","hash_diferente"
"services\plugins\pluginCliCommands.ts","conteudo_diferente","hash_diferente"
"services\plugins\PluginInstallationManager.ts","conteudo_diferente","hash_diferente"
"services\plugins\pluginOperations.ts","conteudo_diferente","hash_diferente"
"services\policyLimits\index.ts","conteudo_diferente","hash_diferente"
"services\policyLimits\types.ts","conteudo_diferente","hash_diferente"
"services\preventSleep.ts","conteudo_diferente","hash_diferente"
"services\PromptSuggestion\promptSuggestion.ts","conteudo_diferente","hash_diferente"
"services\PromptSuggestion\speculation.ts","conteudo_diferente","hash_diferente"
"services\rateLimitMessages.ts","conteudo_diferente","hash_diferente"
"services\rateLimitMocking.ts","conteudo_diferente","hash_diferente"
"services\remoteManagedSettings\index.ts","conteudo_diferente","hash_diferente"
"services\remoteManagedSettings\securityCheck.tsx","conteudo_diferente","hash_diferente"
"services\remoteManagedSettings\syncCache.ts","conteudo_diferente","hash_diferente"
"services\remoteManagedSettings\syncCacheState.ts","conteudo_diferente","hash_diferente"
"services\remoteManagedSettings\types.ts","conteudo_diferente","hash_diferente"
"services\SessionMemory\prompts.ts","conteudo_diferente","hash_diferente"
"services\SessionMemory\sessionMemory.ts","conteudo_diferente","hash_diferente"
"services\SessionMemory\sessionMemoryUtils.ts","conteudo_diferente","hash_diferente"
"services\settingsSync\index.ts","conteudo_diferente","hash_diferente"
"services\settingsSync\types.ts","conteudo_diferente","hash_diferente"
"services\teamMemorySync\index.ts","conteudo_diferente","hash_diferente"
"services\teamMemorySync\secretScanner.ts","conteudo_diferente","hash_diferente"
"services\teamMemorySync\teamMemSecretGuard.ts","conteudo_diferente","hash_diferente"
"services\teamMemorySync\types.ts","conteudo_diferente","hash_diferente"
"services\teamMemorySync\watcher.ts","conteudo_diferente","hash_diferente"
"services\tips\tipHistory.ts","conteudo_diferente","hash_diferente"
"services\tips\tipRegistry.ts","conteudo_diferente","hash_diferente"
"services\tips\tipScheduler.ts","conteudo_diferente","hash_diferente"
"services\tokenEstimation.ts","conteudo_diferente","hash_diferente"
"services\tools\StreamingToolExecutor.ts","conteudo_diferente","hash_diferente"
"services\tools\toolExecution.ts","conteudo_diferente","hash_diferente"
"services\tools\toolHooks.ts","conteudo_diferente","hash_diferente"
"services\tools\toolOrchestration.ts","conteudo_diferente","hash_diferente"
"services\toolUseSummary\toolUseSummaryGenerator.ts","conteudo_diferente","hash_diferente"
"services\vcr.ts","conteudo_diferente","hash_diferente"
"services\voice.ts","conteudo_diferente","hash_diferente"
"services\voiceKeyterms.ts","conteudo_diferente","hash_diferente"
"services\voiceStreamSTT.ts","conteudo_diferente","hash_diferente"
"setup.ts","conteudo_diferente","hash_diferente"
"skills\bundled\batch.ts","conteudo_diferente","hash_diferente"
"skills\bundled\claudeApi.ts","conteudo_diferente","hash_diferente"
"skills\bundled\claudeApiContent.ts","conteudo_diferente","hash_diferente"
"skills\bundled\claudeInChrome.ts","conteudo_diferente","hash_diferente"
"skills\bundled\debug.ts","conteudo_diferente","hash_diferente"
"skills\bundled\index.ts","conteudo_diferente","hash_diferente"
"skills\bundled\keybindings.ts","conteudo_diferente","hash_diferente"
"skills\bundled\loop.ts","conteudo_diferente","hash_diferente"
"skills\bundled\loremIpsum.ts","conteudo_diferente","hash_diferente"
"skills\bundled\remember.ts","conteudo_diferente","hash_diferente"
"skills\bundled\scheduleRemoteAgents.ts","conteudo_diferente","hash_diferente"
"skills\bundled\simplify.ts","conteudo_diferente","hash_diferente"
"skills\bundled\skillify.ts","conteudo_diferente","hash_diferente"
"skills\bundled\stuck.ts","conteudo_diferente","hash_diferente"
"skills\bundled\updateConfig.ts","conteudo_diferente","hash_diferente"
"skills\bundled\verify.ts","conteudo_diferente","hash_diferente"
"skills\bundled\verifyContent.ts","conteudo_diferente","hash_diferente"
"skills\bundledSkills.ts","conteudo_diferente","hash_diferente"
"skills\loadSkillsDir.ts","conteudo_diferente","hash_diferente"
"skills\mcpSkillBuilders.ts","conteudo_diferente","hash_diferente"
"state\AppState.tsx","conteudo_diferente","hash_diferente"
"state\AppStateStore.ts","conteudo_diferente","hash_diferente"
"state\onChangeAppState.ts","conteudo_diferente","hash_diferente"
"state\selectors.ts","conteudo_diferente","hash_diferente"
"state\store.ts","conteudo_diferente","hash_diferente"
"state\teammateViewHelpers.ts","conteudo_diferente","hash_diferente"
"Task.ts","conteudo_diferente","hash_diferente"
"tasks.ts","conteudo_diferente","hash_diferente"
"tasks\DreamTask\DreamTask.ts","conteudo_diferente","hash_diferente"
"tasks\InProcessTeammateTask\InProcessTeammateTask.tsx","conteudo_diferente","hash_diferente"
"tasks\InProcessTeammateTask\types.ts","conteudo_diferente","hash_diferente"
"tasks\LocalAgentTask\LocalAgentTask.tsx","conteudo_diferente","hash_diferente"
"tasks\LocalMainSessionTask.ts","conteudo_diferente","hash_diferente"
"tasks\LocalShellTask\guards.ts","conteudo_diferente","hash_diferente"
"tasks\LocalShellTask\killShellTasks.ts","conteudo_diferente","hash_diferente"
"tasks\LocalShellTask\LocalShellTask.tsx","conteudo_diferente","hash_diferente"
"tasks\pillLabel.ts","conteudo_diferente","hash_diferente"
"tasks\RemoteAgentTask\RemoteAgentTask.tsx","conteudo_diferente","hash_diferente"
"tasks\stopTask.ts","conteudo_diferente","hash_diferente"
"tasks\types.ts","conteudo_diferente","hash_diferente"
"Tool.ts","conteudo_diferente","hash_diferente"
"tools.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\agentColorManager.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\agentDisplay.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\agentMemory.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\agentMemorySnapshot.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\AgentTool.tsx","conteudo_diferente","hash_diferente"
"tools\AgentTool\agentToolUtils.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\claudeCodeGuideAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\exploreAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\generalPurposeAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\planAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\statuslineSetup.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\built-in\verificationAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\builtInAgents.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\forkSubagent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\loadAgentsDir.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\resumeAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\runAgent.ts","conteudo_diferente","hash_diferente"
"tools\AgentTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\AskUserQuestionTool\AskUserQuestionTool.tsx","conteudo_diferente","hash_diferente"
"tools\AskUserQuestionTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\bashCommandHelpers.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\bashPermissions.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\bashSecurity.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\BashTool.tsx","conteudo_diferente","hash_diferente"
"tools\BashTool\BashToolResultMessage.tsx","conteudo_diferente","hash_diferente"
"tools\BashTool\commandSemantics.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\commentLabel.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\destructiveCommandWarning.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\modeValidation.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\pathValidation.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\readOnlyValidation.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\sedEditParser.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\sedValidation.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\shouldUseSandbox.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\toolName.ts","conteudo_diferente","hash_diferente"
"tools\BashTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\BashTool\utils.ts","conteudo_diferente","hash_diferente"
"tools\BriefTool\attachments.ts","conteudo_diferente","hash_diferente"
"tools\BriefTool\BriefTool.ts","conteudo_diferente","hash_diferente"
"tools\BriefTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\BriefTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\BriefTool\upload.ts","conteudo_diferente","hash_diferente"
"tools\ConfigTool\ConfigTool.ts","conteudo_diferente","hash_diferente"
"tools\ConfigTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\ConfigTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ConfigTool\supportedSettings.ts","conteudo_diferente","hash_diferente"
"tools\ConfigTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\EnterPlanModeTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\EnterPlanModeTool\EnterPlanModeTool.ts","conteudo_diferente","hash_diferente"
"tools\EnterPlanModeTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\EnterPlanModeTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\EnterWorktreeTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\EnterWorktreeTool\EnterWorktreeTool.ts","conteudo_diferente","hash_diferente"
"tools\EnterWorktreeTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\EnterWorktreeTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\ExitPlanModeTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\ExitPlanModeTool\ExitPlanModeV2Tool.ts","conteudo_diferente","hash_diferente"
"tools\ExitPlanModeTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ExitPlanModeTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\ExitWorktreeTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\ExitWorktreeTool\ExitWorktreeTool.ts","conteudo_diferente","hash_diferente"
"tools\ExitWorktreeTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ExitWorktreeTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\FileEditTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\FileEditTool\FileEditTool.ts","conteudo_diferente","hash_diferente"
"tools\FileEditTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\FileEditTool\types.ts","conteudo_diferente","hash_diferente"
"tools\FileEditTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\FileEditTool\utils.ts","conteudo_diferente","hash_diferente"
"tools\FileReadTool\FileReadTool.ts","conteudo_diferente","hash_diferente"
